อ๎์ๅ๐ ๐ๅ้๑เ;ส๎ไ เ/๊;ส๎ไ เ/๏;ฤเ๒เ โ๛๋ๅ๒เ;น ไ๎ใ๎โ๎๐เ;ส๎๋-โ๎ ๏เ๑๑.;
ิย6402;ิย;ลสม;28.06.24;;0;
ำ68254;ำ6;ฤุม;28.06.24;95หอ/22;157;
ำ6171;ำ6;ฤฬฤ;28.06.24;95หอ/22;158;
ำ62990;ำ6;ฤุม;28.06.24;95หอ/22;165;
ำ6264ฤ;ำ6;ลสม;28.06.24;95หอ/22;0;
ำ6365;ำ6;ฯหส;28.06.24;95หอ/22;161;
ำ69443;ำ6;อฦย;28.06.24;95หอ/22;191;
ฤะ340;ฤะ;ลสม;28.06.24;;187;
ั73062;ั7;มรู;28.06.24;สหึ-696-22-P07;0;
ิย6232;ิย;ัสื;28.06.24;;0;
ั75016;ั7;ลสม;28.06.24;สหึ-696-22-P07;0;
ัำ1407;ัำ;ลสม;28.06.24;;173;
ำะ841;ำะ;ลสม;28.06.24;;339;
ำ6623;ำ6;ัีา;28.06.24;95หอ/22;154;
5อ502;5อ;ลสม;28.06.24;;146;
ฤะ955;ฤะ;ลสม;28.06.24;;189;
ำ6300;ำ6;มรู;28.06.24;95หอ/22;160;
ำ6386;ำ6;ฯะห;28.06.24;95หอ/22;135;
ำ6174;ำ6;ีมะ;28.06.24;95หอ/22;142;
ำ6185;ำ6;ฤฬฤ;28.06.24;95หอ/22;217;
ำ62166;ำ6;ฮุุ;28.06.24;95หอ/22;117;
ิย6490;ิย;รัย;28.06.24;สหึ-696-22-P07;0;
ัำ1217;ัำ;ัสื;28.06.24;;175;
ำ62642;ำ6;ีฤา;28.06.24;95หอ/22;200;
ำ62804;ำ6;มศุ;28.06.24;95หอ/22;221;
ำ6305;ำ6;ลสม;28.06.24;95หอ/22;153;
ำ6350;ำ6;มรู;28.06.24;95หอ/22;144;
สห504;สห;ลสม;28.06.24;;372;
SZ333;SZ;ฤุม;28.06.24;338ภะ/21;190;
ัำ2961;ัำ;ลสม;28.06.24;;158;
ำะ2991;ำะ;มรู;28.06.24;;68;
หภ089;หภ;อำะ;28.06.24;;94;
ะร297;ะร;ฯหส;28.06.24;;50;
ำ6123;ำ6;ฯหส;28.06.24;95หอ/22;238;
ำ6262;ำ6;ลสม;28.06.24;95หอ/22;135;
ิย6348;ิย;อฦั;28.06.24;สหึ-696-22-P07;0;
ัำ1437;ัำ;ลสม;28.06.24;;154;
ำ68976;ำ6;ีฤา;28.06.24;95หอ/22;165;
5อ588;5อ;ฮอร;28.06.24;;184;
ั72572;ั7;อำะ;28.06.24;;0;
ศอ1069;ศอ;ลสม;28.06.24;;101;
ำ62861;ำ6;ลสม;28.06.24;95หอ/22;104;
ำะ1025;ำะ;ัสื;28.06.24;;238;
ศล3637;ศล;มรู;28.06.24;;69;
ำ6161;ำ6;ฤฬฤ;28.06.24;95หอ/22;158;
ำ62910;ำ6;ฮุุ;28.06.24;95หอ/22;244;
ิย6650;ิย;ฯะห;28.06.24;สหึ-696-22-P07;0;
Þย336;Þย;อำะ;28.06.24;;22;
ฮฯ419;ฮฯ;ลสม;28.06.24;;0;
ัำ630;ัำ;ลสม;28.06.24;;136;
ำ6317;ำ6;ลสม;28.06.24;95หอ/22;163;
ย2981;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;71;
ศอ1097;ศอ;ลสม;28.06.24;;79;
SZ171;SZ;ฤุม;28.06.24;338ภะ/21;149;
ฤ2323;ฤ2;ฯหส;28.06.24;;92;
ัำ1523;ัำ;อำะ;28.06.24;;147;
ัำ1735;ัำ;ฯะห;28.06.24;;337;
ย2783;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;176;
ศอ1025;ศอ;ลสม;28.06.24;;92;
ศอ2029;ศอ;ลสม;28.06.24;;95;
ั73064;ั7;มรู;28.06.24;;0;
ศอ1033;ศอ;ลสม;28.06.24;;92;
ัำ796;ัำ;ัสื;28.06.24;;147;
ำ69444;ำ6;อำะ;28.06.24;95หอ/22;211;
ำ6223;ำ6;ลสม;28.06.24;95หอ/22;167;
ำ6272;ำ6;ลสม;28.06.24;95หอ/22;158;
ำ62766;ำ6;มศุ;28.06.24;95หอ/22;118;
หภ845;หภ;อำะ;28.06.24;;90;
ย28191;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;184;
ศล5685;ศล;ฯะห;28.06.24;;0;
ำ6221;ำ6;ฤฬฤ;28.06.24;95หอ/22;237;
5อ531;5อ;ฯหส;28.06.24;;188;
ำ6459;ำ6;ฦำส;28.06.24;95หอ/22;215;
ำ6773;ำ6;ลสม;28.06.24;95หอ/22;137;
หภ222;หภ;อำะ;28.06.24;;89;
ำ6212;ำ6;ัฮื;28.06.24;95หอ/22;156;
ำ62986;ำ6;มศุ;28.06.24;95หอ/22;90;
ิย6230;ิย;อฦั;28.06.24;สหึ-696-22-P07;0;
ย2941;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;134;
ำ6273;ำ6;ฤฬฤ;28.06.24;95หอ/22;160;
ำ6181;ำ6;ฯหส;28.06.24;95หอ/22;243;
5อ505;5อ;ฯหส;28.06.24;;188;
หภ187;หภ;อำะ;28.06.24;;91;
ย2975;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;174;
ำ6524;ำ6;ัฮื;28.06.24;95หอ/22;165;
5อ146;5อ;ฯหส;28.06.24;;150;
5อ509;5อ;ฯหส;28.06.24;;146;
ำ6371;ำ6;ฤฬฤ;28.06.24;95หอ/22;235;
Þย274;Þย;ัสื;28.06.24;;23;
5อ597;5อ;ฯหส;28.06.24;;185;
ำ6365;ำ6;ลสม;28.06.24;95หอ/22;162;
ำ6172;ำ6;ัฮื;28.06.24;95หอ/22;154;
ศอ1001;ศอ;ลสม;28.06.24;;95;
หภ022;หภ;อำะ;28.06.24;;59;
ัำ1733;ัำ;ฯะห;28.06.24;;334;
ำ6619;ำ6;ัฮื;28.06.24;95หอ/22;162;
ิย6106;ิย;อฦั;28.06.24;;0;
ฤ2120;ฤ2;ฯหส;28.06.24;;48;
ิย5979;ิย;อฦั;28.06.24;;0;
ำ63505;ำ6;ัฮื;28.06.24;95หอ/22;216;
Þา542;Þา;อำะ;28.06.24;;117;
Þา105;Þา;ลสม;28.06.24;;63;
ย2715;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;108;
ำ6783;ำ6;ฤฬฤ;28.06.24;95หอ/22;238;
ะฤ106;ะฤ;มรู;28.06.24;;67;
ำ6279;ำ6;ฤฬฤ;28.06.24;95หอ/22;159;
ัำ1411;ัำ;ลสม;28.06.24;;146;
ิย6880;ิย;มรู;28.06.24;;0;
Þา281;Þา;ลสม;28.06.24;;68;
ศอ1303;ศอ;ัสื;28.06.24;;66;
5อ507;5อ;ฯหส;28.06.24;;182;
ำ6261;ำ6;ฤฬฤ;28.06.24;95หอ/22;137;
ำ6274;ำ6;ลสม;28.06.24;95หอ/22;155;
ศอ1342;ศอ;อฦั;28.06.24;;92;
ำ6186;ำ6;ัฮื;28.06.24;95หอ/22;214;
5อ545;5อ;ฯหส;28.06.24;;190;
ฮฯ420;ฮฯ;อำะ;28.06.24;;0;
ำ6277;ำ6;ฤฬฤ;28.06.24;95หอ/22;165;
ำ6306;ำ6;ัฮื;28.06.24;95หอ/22;165;
Þา186;Þา;อำะ;28.06.24;;96;
SZ225;SZ;ฤุม;28.06.24;338ภะ/21;177;
ศอ1351;ศอ;ัสื;28.06.24;;84;
หภ249;หภ;ลสม;28.06.24;;91;
Þา9866;Þา;ัสื;28.06.24;สหึ-696-22-P07;0;
5อ532;5อ;ัสื;28.06.24;;183;
ำ6403;ำ6;ลสม;28.06.24;95หอ/22;161;
ำ68445;ำ6;ฦำส;28.06.24;95หอ/22;220;
ัำ1211;ัำ;ัสื;28.06.24;;282;
ำ6153;ำ6;ฤฬฤ;28.06.24;95หอ/22;229;
หภ221;หภ;ลสม;28.06.24;;85;
5อ510;5อ;อฦั;28.06.24;;149;
ย2973;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;169;
ำ6427;ำ6;ฤฬฤ;28.06.24;95หอ/22;237;
ำ6627;ำ6;ฤฬฤ;28.06.24;95หอ/22;162;
ำ61343;ำ6;ฤฬฤ;28.06.24;95หอ/22;162;
A46248;A4;ัสื;28.06.24;;0;
ฤะ330;ฤะ;รัย;28.06.24;;185;
ำ6124;ำ6;ัฮื;28.06.24;95หอ/22;239;
ำ6663;ำ6;ฯหส;28.06.24;95หอ/22;171;
ำ6318;ำ6;ัฮื;28.06.24;95หอ/22;157;
ิย6352;ิย;อฦั;28.06.24;สหึ-696-22-P07;0;
ย2987;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;73;
ะร291;ะร;ฯหส;28.06.24;;50;
ัำ1401;ัำ;ลสม;28.06.24;;155;
ำ6219;ำ6;ลสม;28.06.24;95หอ/22;163;
ำ6547;ำ6;ฯหส;28.06.24;95หอ/22;241;
ำ68737;ำ6;อฦย;28.06.24;95หอ/22;211;
ัำ1357;ัำ;รัย;28.06.24;;157;
ศอ1305;ศอ;ัสื;28.06.24;;100;
ั75336;ั7;อำะ;28.06.24;;0;
ำ6407;ำ6;ฤฬฤ;28.06.24;95หอ/22;233;
ำ6222;ำ6;ัฮื;28.06.24;95หอ/22;236;
ำ6391;ำ6;ฯหส;28.06.24;95หอ/22;234;
ัำ1521;ัำ;อำะ;28.06.24;;151;
ำ6145;ำ6;ัสื;28.06.24;95หอ/22;156;
ัำ1219;ัำ;ัสื;28.06.24;;144;
ัำ1417;ัำ;ลสม;28.06.24;;184;
Þา282;Þา;ัสื;28.06.24;;68;
ย2939;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;133;
ฤ2128;ฤ2;ฯหส;28.06.24;;90;
ำ6421;ำ6;ฤฬฤ;28.06.24;95หอ/22;160;
ำ61339;ำ6;ัฮื;28.06.24;95หอ/22;158;
ิย6418;ิย;ลสม;28.06.24;สหึ-696-22-P07;0;
5อ511;5อ;ฯหส;28.06.24;;146;
5อ513;5อ;ฯหส;28.06.24;;187;
ำ63575;ำ6;ฤฬฤ;28.06.24;95หอ/22;224;
ย2923;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;97;
ย2951;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;110;
ำ6083;ำ6;ลสม;28.06.24;95หอ/22;164;
ำ6174;ำ6;ลสม;28.06.24;95หอ/22;156;
ำ62949;ำ6;ลสม;28.06.24;95หอ/22;142;
ำ6205;ำ6;ลสม;28.06.24;95หอ/22;139;
ำ6269;ำ6;ฤฬฤ;28.06.24;95หอ/22;163;
5อ148;5อ;ฯหส;28.06.24;;185;
5อ517;5อ;ฯหส;28.06.24;;145;
ั75018;ั7;ลสม;28.06.24;;0;
ศอ1304;ศอ;อำะ;28.06.24;;100;
ำ6300;ำ6;ลสม;28.06.24;95หอ/22;157;
ำ6182;ำ6;ัฮื;28.06.24;95หอ/22;243;
ำ62633;ำ6;ฤฬฤ;28.06.24;95หอ/22;219;
ำ62754;ำ6;ฤุม;28.06.24;95หอ/22;162;
ั75032;ั7;ัสื;28.06.24;;0;
ำ6365;ำ6;ศสา;28.06.24;95หอ/22;154;
ำ6431;ำ6;ฤฬฤ;28.06.24;95หอ/22;155;
ย2949;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;95;
ัำ1685;ัำ;ัสื;28.06.24;;152;
5อ547;5อ;ฯหส;28.06.24;;189;
ำ6347;ำ6;ฤฬฤ;28.06.24;95หอ/22;159;
หภ146;หภ;อำะ;28.06.24;;84;
ำ6280;ำ6;ัฮื;28.06.24;95หอ/22;160;
ัำ2973;ัำ;อฦั;28.06.24;;154;
Þา1478;Þา;ัสื;28.06.24;;163;
หภ377;หภ;อำะ;28.06.24;;168;
ย28205;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;187;
ศอ1103;ศอ;ลสม;28.06.24;;90;
ัำ2919;ัำ;ลสม;28.06.24;;159;
ัำ1519;ัำ;รฮะ;28.06.24;;132;
ำ6308;ำ6;ัฮื;28.06.24;95หอ/22;153;
5อ541;5อ;ฯหส;28.06.24;;189;
ัำ1403;ัำ;ลสม;28.06.24;;169;
ำ6321;ำ6;ลสม;28.06.24;95หอ/22;161;
ำ6154;ำ6;ฬะย;28.06.24;95หอ/22;170;
ำ6075;ำ6;ฤฬฤ;28.06.24;95หอ/22;220;
SZ7411;SZ;ฤุม;28.06.24;338ภะ/21;0;
ัำ800;ัำ;อฦั;28.06.24;;140;
ำ6703;ำ6;ลสม;28.06.24;95หอ/22;120;
ิย6254;ิย;อฦั;28.06.24;;0;
ัำ2957;ัำ;ัสื;28.06.24;;156;
ำ66059;ำ6;ลสม;28.06.24;95หอ/22;163;
ฤะ424;ฤะ;ัสื;28.06.24;;182;
ศอ2049;ศอ;ลสม;28.06.24;;86;
ำ6663;ำ6;ลสม;28.06.24;95หอ/22;160;
ำ61387;ำ6;ฤฬฤ;28.06.24;95หอ/22;222;
SZ041;SZ;ฤุม;28.06.24;338ภะ/21;160;
Þา280;Þา;ลสม;28.06.24;;59;
Þา302;Þา;ลสม;28.06.24;;49;
SZ221;SZ;ฤุม;28.06.24;338ภะ/21;186;
ิย6949;ิย;ัสื;28.06.24;;0;
ย2989;ย2;รฬห;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;66;
ำ68446;ำ6;ฤุม;28.06.24;95หอ/22;191;
ัำ1213;ัำ;ัสื;28.06.24;;152;
ำ6167;ำ6;ฤฬฤ;28.06.24;95หอ/22;234;
ำ6220;ำ6;ัฮื;28.06.24;95หอ/22;164;
ย28141;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;175;
สห440;สห;อฦั;28.06.24;;348;
ั75020;ั7;ลสม;28.06.24;;0;
ำ6266;ำ6;ลสม;28.06.24;95หอ/22;153;
ำ63559;ำ6;ฤฬฤ;28.06.24;95หอ/22;218;
ำ6408;ำ6;ัฮื;28.06.24;95หอ/22;223;
ำ6146;ำ6;ัฮื;28.06.24;95หอ/22;161;
ำ6173;ำ6;ฯหส;28.06.24;95หอ/22;162;
ำ6461;ำ6;ฤฬฤ;28.06.24;95หอ/22;232;
ำ62879;ำ6;ฯหส;28.06.24;95หอ/22;244;
ัำ1227;ัำ;อฦั;28.06.24;;156;
ำ62461;ำ6;ฦำส;28.06.24;95หอ/22;214;
ำ6548;ำ6;ัฮื;28.06.24;95หอ/22;239;
ฤะ404;ฤะ;ลสม;28.06.24;;174;
ฤะ6862;ฤะ;รัย;28.06.24;;195;
สห422;สห;ัสื;28.06.24;;358;
สห860;สห;อฦั;28.06.24;;187;
ัำ1021;ัำ;ลสม;28.06.24;;136;
ำ6299;ำ6;ฤฬฤ;28.06.24;95หอ/22;161;
ศอ1341;ศอ;ัสื;28.06.24;;98;
ย2945;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;141;
สห809;สห;อฦั;28.06.24;;174;
ำ62950;ำ6;วยะ;28.06.24;95หอ/22;137;
ั71074;ั7;ัสื;28.06.24;;0;
ำ6206;ำ6;ฬะย;28.06.24;95หอ/22;140;
ำ67241;ำ6;ัฮื;28.06.24;95หอ/22;158;
ย2977;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;168;
Þย582;Þย;อฦั;28.06.24;;39;
Þา177;Þา;ลสม;28.06.24;;73;
5อ150;5อ;ฯหส;28.06.24;;185;
5อ537;5อ;ฯหส;28.06.24;;182;
ย28111;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;186;
ศอ2331;ศอ;ัสื;28.06.24;;84;
ำ6027;ำ6;ฯหส;28.06.24;95หอ/22;239;
ำ62634;ำ6;วยะ;28.06.24;95หอ/22;228;
SZ201;SZ;ฤุม;28.06.24;338ภะ/21;185;
ลฮ1101;ลฮ;อฦั;28.06.24;;0;
ศอ2050;ศอ;ฮอร;28.06.24;;98;
ั71238;ั7;รัย;28.06.24;;0;
ฤะ6864;ฤะ;รัย;28.06.24;;188;
ัำ1359;ัำ;รัย;28.06.24;;161;
ำ66005;ำ6;ฤฬฤ;28.06.24;95หอ/22;158;
ัำ1405;ัำ;ลสม;28.06.24;;140;
ำ6432;ำ6;ัฮื;28.06.24;95หอ/22;162;
ิย6108;ิย;อฦั;28.06.24;;0;
ำ6386;ำ6;ลสม;28.06.24;95หอ/22;159;
5อ581;5อ;ฯหส;28.06.24;;148;
Þา112;Þา;ลสม;28.06.24;;62;
ัำ1717;ัำ;ลสม;28.06.24;;152;
ัำ1215;ัำ;ัสื;28.06.24;;153;
5อ270;5อ;ัสื;28.06.24;;190;
ำ6105;ำ6;ฤฬฤ;28.06.24;95หอ/22;237;
ิย6350;ิย;อฦั;28.06.24;;0;
ย2955;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;100;
5อ503;5อ;ฯหส;28.06.24;;150;
ศอ1034;ศอ;ัสื;28.06.24;;95;
ศอ2030;ศอ;อฦั;28.06.24;;93;
ำ6322;ำ6;ัฮื;28.06.24;95หอ/22;163;
ย2755;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;179;
ิย6404;ิย;ลสม;28.06.24;;0;
ำ62733;ำ6;ฯหส;28.06.24;95หอ/22;241;
ย2757;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;169;
ำ6241;ำ6;ฤฬฤ;28.06.24;95หอ/22;155;
ำ62145;ำ6;ฦำส;28.06.24;95หอ/22;163;
ิย6756;ิย;ลสม;28.06.24;สหึ-696-22-P07;0;
Þย246ฤ;Þย;ัสื;28.06.24;;0;
ฤะ572;ฤะ;ัสื;28.06.24;;176;
ำ6263;ำ6;ฤฬฤ;28.06.24;95หอ/22;161;
ำ62447;ำ6;ฦำส;28.06.24;95หอ/22;226;
5อ573;5อ;ฯหส;28.06.24;;183;
ำ6270;ำ6;ลสม;28.06.24;95หอ/22;159;
ำ6675;ำ6;ัฮื;28.06.24;95หอ/22;139;
Þา416;Þา;ัสื;28.06.24;;121;
5อ539;5อ;ฯหส;28.06.24;;184;
ย2991;ย2;รฬห;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;71;
ำ6246;ำ6;ลสม;28.06.24;95หอ/22;162;
ฤะ578;ฤะ;รัย;28.06.24;;176;
ำ6349;ำ6;ฤฬฤ;28.06.24;95หอ/22;177;
ำ69301;ำ6;ลสม;28.06.24;95หอ/22;0;
ำ6173;ำ6;ลสม;28.06.24;95หอ/22;175;
ำ62927;ำ6;ัสื;28.06.24;95หอ/22;165;
ำ62955;ำ6;ลสม;28.06.24;95หอ/22;160;
ำ62812;ำ6;ฤุม;28.06.24;95หอ/22;173;
ฤะ422;ฤะ;ัสื;28.06.24;;184;
ำ6462;ำ6;ัฮื;28.06.24;95หอ/22;232;
ำ62441;ำ6;ฦำส;28.06.24;95หอ/22;224;
ฤะ422ึ;ฤะ;ลสม;28.06.24;;0;
ัำ1605;ัำ;ัสื;28.06.24;;148;
ำ6265;ำ6;ฤฬฤ;28.06.24;95หอ/22;160;
5อ1582;5อ;ัสื;28.06.24;;140;
ำ62969;ำ6;ฤฬฤ;28.06.24;95หอ/22;237;
SZ121;SZ;ฤุม;28.06.24;338ภะ/21;135;
ศอ1073;ศอ;ลสม;28.06.24;;82;
ำ6299;ำ6;ลสม;28.06.24;95หอ/22;152;
Þา358;Þา;ัสื;28.06.24;;178;
ั75034;ั7;ัสื;28.06.24;;0;
ฤ2122;ฤ2;ฯหส;28.06.24;;49;
ำ6651;ำ6;ฤฬฤ;28.06.24;95หอ/22;231;
ฤะ476;ฤะ;รัย;28.06.24;;190;
ำ6804;ำ6;PKX;28.06.24;95หอ/22;96;
5อ571;5อ;ฯหส;28.06.24;;187;
ำ61337;ำ6;ัฮื;28.06.24;95หอ/22;155;
ิย6236;ิย;อฦั;28.06.24;;0;
ย2735;ย2;ฬศส;28.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;105;
ศอ2091;ศอ;ลสม;28.06.24;;96;
ำ6224;ำ6;ฯหส;28.06.24;95หอ/22;161;
ัำ792;ัำ;ลสม;28.06.24;;159;
ำ62589;ำ6;ลสม;28.06.24;95หอ/22;136;
ิย6102;ิย;อฦั;28.06.24;;0;
ศอ2075;ศอ;ลสม;28.06.24;;96;
ศอ1311;ศอ;ัสื;28.06.24;;89;
ำ6387;ำ6;ฤฬฤ;28.06.24;95หอ/22;221;
Þย242;Þย;อฦั;28.06.24;;48;
ัำ1419;ัำ;ลสม;28.06.24;;296;
ำ66046;ำ6;ัฮื;28.06.24;95หอ/22;160;
ำ6624;ำ6;ลสม;28.06.24;95หอ/22;125;
ำ62425;ำ6;ฦำส;28.06.24;95หอ/22;221;
SZ303;SZ;ฤุม;28.06.24;338ภะ/21;133;
ำ62880;ำ6;ฤุม;28.06.24;95หอ/22;222;
ำ61573;ำ6;ลสม;28.06.24;95หอ/22;224;
ศอ1005;ศอ;ลสม;28.06.24;;61;
ำ6028;ำ6;ัฮื;28.06.24;95หอ/22;239;
ำ6271;ำ6;ฤฬฤ;28.06.24;95หอ/22;147;
ัำ1687;ัำ;ัสื;28.06.24;;138;
ศล5617;ศล;ฯะห;29.06.24;;0;
ิย6240;ิย;ัสื;29.06.24;;0;
ย2733;ย2;ฬศส;29.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;104;
ศอ3035;ศอ;ลสม;29.06.24;;415;
ำ62909;ำ6;ฤฬฤ;29.06.24;95หอ/22;230;
ำ62803;ำ6;ฤฬฤ;29.06.24;95หอ/22;236;
2S372;2S;ัสื;29.06.24;;0;
ัำ2804;ัำ;ลสม;29.06.24;;152;
ำ6366;ำ6;ศสา;29.06.24;95หอ/22;162;
ำ62146;ำ6;มภส;29.06.24;95หอ/22;164;
ั76216;ั7;ฯะห;29.06.24;;0;
ำ62953;ำ6;ลสม;29.06.24;95หอ/22;162;
ำ69302;ำ6;ะฮย;29.06.24;95หอ/22;0;
ำ6242;ำ6;ัฮื;29.06.24;95หอ/22;156;
ำ61579;ำ6;อฦั;29.06.24;95หอ/22;223;
ะร815;ะร;ลสม;29.06.24;;48;
ำ6676;ำ6;ฮฬั;29.06.24;95หอ/22;159;
ำ62533;ำ6;ฯหส;29.06.24;95หอ/22;234;
ำะ1023;ำะ;ัสื;29.06.24;;241;
5อ501;5อ;ฯหส;29.06.24;;182;
5อ858;5อ;ลสม;29.06.24;;191;
ั76342;ั7;ฯะห;29.06.24;;0;
ำ62956;ำ6;ีฤา;29.06.24;95หอ/22;143;
ำะ839;ำะ;ลสม;29.06.24;;339;
5อ591;5อ;ฯหส;29.06.24;;149;
฿ส514;฿ส;มรู;29.06.24;;0;
ำ62448;ำ6;ฮุุ;29.06.24;95หอ/22;222;
ำ62866;ำ6;ฤุม;29.06.24;95หอ/22;168;
2S126;2S;ลสม;29.06.24;;0;
5อ527;5อ;ฯหส;29.06.24;;188;
5อ583;5อ;ฯหส;29.06.24;;146;
ำ6106;ำ6;ศสา;29.06.24;95หอ/22;214;
ำ62611;ำ6;ฤฬฤ;29.06.24;95หอ/22;236;
5อ587;5อ;ฯหส;29.06.24;;187;
ย2737;ย2;ฬศส;29.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;107;
ั75210;ั7;มรู;29.06.24;;0;
ั75250;ั7;ฯะห;29.06.24;;0;
ศอ2053;ศอ;ลสม;29.06.24;;96;
ำ62734;ำ6;ฮุุ;29.06.24;95หอ/22;223;
ัำ2965;ัำ;ัสื;29.06.24;;162;
ย28213;ย2;ฬศส;29.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;175;
ำ62442;ำ6;ฤุม;29.06.24;95หอ/22;221;
ำ62970;ำ6;สหม;29.06.24;95หอ/22;221;
ิย6652;ิย;ลสม;29.06.24;;0;
XC8046;XC;ัสื;29.06.24;;0;
ิย6256;ิย;มรู;29.06.24;;0;
ฤะ404;ฤะ;ลสม;29.06.24;;186;
ำ6388;ำ6;ฮฬั;29.06.24;95หอ/22;216;
ฤะ6542;ฤะ;ลสม;29.06.24;;183;
ศล4545;ศล;มรู;29.06.24;;121;
ัำ1731;ัำ;ฯะห;29.06.24;;359;
ัำ2817;ัำ;ลสม;29.06.24;;155;
ำ6523;ำ6;ลสม;29.06.24;95หอ/22;160;
ย2775;ย2;ฬศส;29.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;94;
ฤะ516;ฤะ;ลสม;29.06.24;;177;
ฮฯ413;ฮฯ;ลสม;29.06.24;;0;
ำ62590;ำ6;ฮุุ;29.06.24;95หอ/22;127;
ำ62985;ำ6;ลสม;29.06.24;95หอ/22;150;
ิย6402;ิย;ลสม;29.06.24;;0;
ย2717;ย2;ฬศส;29.06.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;181;
ำ6171;ำ6;ฤฬฤ;29.06.24;95หอ/22;162;
ำ6251;ำ6;ลสม;29.06.24;95หอ/22;163;
ำ62426;ำ6;ีฤา;29.06.24;95หอ/22;210;
ำ6264;ำ6;ลสม;29.06.24;95หอ/22;156;
ฤะ340;ฤะ;ลสม;29.06.24;;186;
ั73062;ั7;มรู;29.06.24;สหึ-696-22-P07;0;
ิย6232;ิย;ัสื;29.06.24;;0;
ั75016;ั7;ลสม;29.06.24;;0;
ัำ1407;ัำ;ลสม;29.06.24;;166;
ำ6623;ำ6;ัีา;29.06.24;95หอ/22;130;
5อ502;5อ;ลสม;29.06.24;;188;
ำ62916;ำ6;ฤุม;29.06.24;95หอ/22;162;
ำ6300;ำ6;มรู;29.06.24;95หอ/22;157;
ฤะ612;ฤะ;ลสม;29.06.24;;185;
ำ6174;ำ6;ีมะ;29.06.24;95หอ/22;176;
ำ6307;ำ6;ฦำส;29.06.24;95หอ/22;161;
5อ294;5อ;ลสม;29.06.24;;182;
ิย6490;ิย;รัย;29.06.24;สหึ-696-22-P07;0;
ัำ1217;ัำ;ัสื;29.06.24;;168;
ำ62910;ำ6;ฮุุ;29.06.24;95หอ/22;221;
ำ6156;ำ6;ัฮื;29.06.24;95หอ/22;131;
ำ62804;ำ6;มศุ;29.06.24;95หอ/22;236;
ำ6305;ำ6;ลสม;29.06.24;95หอ/22;163;
ำ6350;ำ6;มรู;29.06.24;95หอ/22;160;
ำ62131;ำ6;ฦำส;29.06.24;95หอ/22;225;
ำ6704;ำ6;PKX;29.06.24;95หอ/22;132;
SZ333;SZ;ฤุม;29.06.24;338ภะ/21;190;
หภ089;หภ;อำะ;29.06.24;;173;
หภ121;หภ;ลสม;29.06.24;;96;
ำ6123;ำ6;ฯหส;29.06.24;95หอ/22;235;
ฮฯ313;ฮฯ;ลสม;29.06.24;;0;
ำ6262;ำ6;ลสม;29.06.24;95หอ/22;160;
ัำ1437;ัำ;ลสม;29.06.24;;143;
5อ588;5อ;ฮอร;29.06.24;;190;
ั72572;ั7;อำะ;29.06.24;;0;
ำ62920;ำ6;ีฤา;29.06.24;95หอ/22;151;
ิย6348;ิย;อฦั;29.06.24;;0;
