อ๎์ๅ๐ ๐ๅ้๑เ;ส๎ไ เ/๊;ส๎ไ เ/๏;ฤเ๒เ โ๛๋ๅ๒เ;น ไ๎ใ๎โ๎๐เ;ส๎๋-โ๎ ๏เ๑๑.;
ัำ1785;ัำ;อำะ;24.02.24;;128;
ำ6206;ำ6;ฬะย;24.02.24;95หอ/22;145;
SZ216;SZ;ภหภ;24.02.24;338ภะ/21;109;
ย2951;ย2;ฬศส;24.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;97;
ัำ1605;ัำ;ัสื;24.02.24;;133;
ำ6407;ำ6;ฤฬฤ;24.02.24;95หอ/22;215;
5อ270;5อ;ัสื;24.02.24;;189;
ย2939;ย2;ฬศส;24.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;105;
ำ6173;ำ6;ฯหส;24.02.24;95หอ/22;139;
ำ6347;ำ6;ฤฬฤ;24.02.24;95หอ/22;129;
ั75018;ั7;ลสม;24.02.24;;0;
ัำ1413;ัำ;ลสม;24.02.24;;152;
ิย6106;ิย;อฦั;24.02.24;สหึ-696-22-P07;0;
Þย454;Þย;ะฬฮ;24.02.24;;17;
5อ597;5อ;ฯหส;24.02.24;;187;
ำ6738;ำ6;DWC;24.02.24;95หอ/22;0;
ำ62877;ำ6;ฯหส;24.02.24;95หอ/22;27;
ำ6299;ำ6;ฤฬฤ;24.02.24;95หอ/22;169;
ำ6234;ำ6;ัฮื;24.02.24;95หอ/22;223;
5G171;5G;รัย;24.02.24;;123;
Þา282;Þา;ัสื;24.02.24;;64;
ฤ2183;ฤ2;ลสม;24.02.24;;41;
ำ6268;ำ6;ลสม;24.02.24;95หอ/22;162;
Þา6424;Þา;อำะ;24.02.24;;75;
ศอ1022;ศอ;อำะ;24.02.24;;61;
ฤะ468;ฤะ;รัย;24.02.24;;176;
ำ6280;ำ6;ัฮื;24.02.24;95หอ/22;149;
ำ6437;ำ6;ฤฬฤ;24.02.24;95หอ/22;157;
Þา186;Þา;อำะ;24.02.24;;148;
ั75032;ั7;ัสื;24.02.24;;0;
ำ62428;ำ6;ฤุม;24.02.24;95หอ/22;219;
ฤะ6862;ฤะ;รัย;24.02.24;;179;
หภ146;หภ;อำะ;24.02.24;;76;
ัำ2957;ัำ;ัสื;24.02.24;;143;
ำ6431;ำ6;ฤฬฤ;24.02.24;95หอ/22;178;
ำ6154;ำ6;ฬะย;24.02.24;95หอ/22;133;
ัำ1227;ัำ;อฦั;24.02.24;;109;
ำ6322;ำ6;ัฮื;24.02.24;95หอ/22;162;
ำ6278;ำ6;ัฮื;24.02.24;95หอ/22;205;
ำ6798;ำ6;DWC;24.02.24;95หอ/22;0;
ำ62633;ำ6;ฤฬฤ;24.02.24;95หอ/22;216;
ำ6167;ำ6;ฤฬฤ;24.02.24;95หอ/22;218;
ัำ1403;ัำ;ลสม;24.02.24;;161;
ำ68446;ำ6;ฤุม;24.02.24;95หอ/22;225;
ำ6378;ำ6;ัฮื;24.02.24;95หอ/22;156;
ำ6572;ำ6;ลสม;24.02.24;95หอ/22;155;
สห438;สห;อฦั;24.02.24;;215;
ำ62952;ำ6;มภส;24.02.24;95หอ/22;123;
ิย5571;ิย;ลสม;24.02.24;;189;
ำ62879;ำ6;ฯหส;24.02.24;95หอ/22;106;
ั71076;ั7;ัสื;24.02.24;;0;
SZ201;SZ;ฤุม;24.02.24;338ภะ/21;189;
หภ9722;หภ;อฦั;24.02.24;;42;
ัำ1213;ัำ;ัสื;24.02.24;;138;
ำ62953;ำ6;ลสม;24.02.24;95หอ/22;138;
ำ69861;ำ6;ฤฬฤ;24.02.24;95หอ/22;0;
ำ6173;ำ6;ลสม;24.02.24;95หอ/22;170;
ิย6238;ิย;ัสื;24.02.24;;0;
Þา1105;Þา;ลสม;24.02.24;;43;
ำ62461;ำ6;ฦำส;24.02.24;95หอ/22;100;
ย2955;ย2;ฬศส;24.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;95;
ั71238;ั7;รัย;24.02.24;สหึ-696-22-P07;0;
ำ6348;ำ6;ฬะย;24.02.24;95หอ/22;129;
ำ6408;ำ6;ัฮื;24.02.24;95หอ/22;215;
ำ6267;ำ6;ฤฬฤ;24.02.24;95หอ/22;145;
ิย6114;ิย;อฦั;24.02.24;สหึ-696-22-P07;0;
5อ582;5อ;ัสื;24.02.24;;185;
ย2945;ย2;ฬศส;24.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;85;
SZ105;SZ;ฤุม;24.02.24;338ภะ/21;179;
Þย289;Þย;ะฬฮ;24.02.24;;44;
ย2977;ย2;ฬศส;24.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;153;
ิห2006;ิห;ะฮย;24.02.24;;0;
ำ6080;ำ6;ฯหส;24.02.24;95หอ/22;154;
ำ6299;ำ6;ลสม;24.02.24;95หอ/22;176;
ำ6270;ำ6;ลสม;24.02.24;95หอ/22;152;
ำ6471;ำ6;ฤฬฤ;24.02.24;95หอ/22;189;
Þย204;Þย;ะฬฮ;24.02.24;;17;
ำ6122;ำ6;ฤฬฤ;24.02.24;95หอ/22;120;
ัำ1359;ัำ;รัย;24.02.24;;144;
ฤะ422;ฤะ;ัสื;24.02.24;;183;
ัำ1405;ัำ;ลสม;24.02.24;;142;
Þา112;Þา;ลสม;24.02.24;;65;
ศอ1032;ศอ;ัสื;24.02.24;;54;
ิย6108;ิย;อฦั;24.02.24;สหึ-696-22-P07;0;
ัำ1225;ัำ;อฦั;24.02.24;;116;
SZ231;SZ;ฤุม;24.02.24;338ภะ/21;193;
ำ6105;ำ6;ฤฬฤ;24.02.24;95หอ/22;234;
ำ62878;ำ6;สหม;24.02.24;95หอ/22;225;
ำ6432;ำ6;ัฮื;24.02.24;95หอ/22;217;
ย2979;ย2;ฬศส;24.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;74;
ำ6624;ำ6;ลสม;24.02.24;95หอ/22;162;
ฤะ572;ฤะ;ัสื;24.02.24;;173;
ย2775;ย2;ฬศส;24.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;94;
ำ62167;ำ6;ฦำส;24.02.24;95หอ/22;82;
ำ62662;ำ6;ฤุม;24.02.24;95หอ/22;154;
ฤ2182;ฤ2;ลสม;24.02.24;;29;
ฤะ578;ฤะ;รัย;24.02.24;;156;
ัำ1215;ัำ;ัสื;24.02.24;;133;
ำ6224;ำ6;ฯหส;24.02.24;95หอ/22;161;
ำ6263;ำ6;ฤฬฤ;24.02.24;95หอ/22;109;
ำ62447;ำ6;ฦำส;24.02.24;95หอ/22;118;
ำ62634;ำ6;วยะ;24.02.24;95หอ/22;216;
ำ62733;ำ6;ฯหส;24.02.24;95หอ/22;50;
ำ62961;ำ6;ลสม;24.02.24;95หอ/22;112;
ิย6404;ิย;ลสม;24.02.24;;0;
ำ62977;ำ6;ัสื;24.02.24;95หอ/22;42;
ั75020;ั7;ลสม;24.02.24;;0;
ำ6246;ำ6;ลสม;24.02.24;95หอ/22;159;
ัำ1415;ัำ;ลสม;24.02.24;;148;
ฤะ424;ฤะ;ัสื;24.02.24;;186;
ฤะ476;ฤะ;รัย;24.02.24;;181;
ิย6226;ิย;อฦั;24.02.24;;0;
A46117;A4;ัสื;24.02.24;;0;
ำ62954;ำ6;ฤุม;24.02.24;95หอ/22;161;
ัำ632;ัำ;ลสม;24.02.24;;126;
ำ62441;ำ6;ฦำส;24.02.24;95หอ/22;226;
ำ68973;ำ6;ฤฬฤ;24.02.24;95หอ/22;113;
ำ6265;ำ6;ฤฬฤ;24.02.24;95หอ/22;113;
ำ62969;ำ6;ฤฬฤ;24.02.24;95หอ/22;105;
Þา358;Þา;ัสื;24.02.24;;175;
ำ62803;ำ6;ฤฬฤ;24.02.24;95หอ/22;222;
ำ69851;ำ6;ฤฬฤ;24.02.24;95หอ/22;0;
ั75158;ั7;รัย;24.02.24;สหึ-696-22-P07;0;
ย2735;ย2;ฬศส;24.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;109;
ำ62880;ำ6;ฤุม;24.02.24;95หอ/22;236;
ย2739;ย2;ฬศส;24.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;128;
ำ62127;ำ6;ฤฬฤ;24.02.24;95หอ/22;148;
ำ6472;ำ6;ัฮื;24.02.24;95หอ/22;238;
ย2737;ย2;ฬศส;24.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;104;
ำ62425;ำ6;ฦำส;24.02.24;95หอ/22;144;
ำ62909;ำ6;ฤฬฤ;24.02.24;95หอ/22;122;
ำ62903;ำ6;ลสม;24.02.24;95หอ/22;45;
Þย642;Þย;ฮอร;25.02.24;;48;
สห1467;สห;ัสื;25.02.24;;138;
ำ6174;ำ6;ีมะ;25.02.24;95หอ/22;160;
ั76366;ั7;มรู;25.02.24;;0;
ั75212;ั7;มรู;25.02.24;สหึ-696-22-P07;0;
ำ62978;ำ6;ีฤา;25.02.24;95หอ/22;145;
ำ61893;ำ6;ฤฬฤ;25.02.24;95หอ/22;160;
ำ62661;ำ6;ัฮื;25.02.24;95หอ/22;64;
ำ6300;ำ6;มรู;25.02.24;95หอ/22;135;
ำ62955;ำ6;ลสม;25.02.24;95หอ/22;83;
Þา418;Þา;ัสื;25.02.24;;124;
ำ6623;ำ6;ัีา;25.02.24;95หอ/22;133;
ำ62448;ำ6;ฮุุ;25.02.24;95หอ/22;223;
ศอ1003;ศอ;ลสม;25.02.24;;90;
ำ6106;ำ6;ศสา;25.02.24;95หอ/22;196;
ำ62641;ำ6;ฯหส;25.02.24;95หอ/22;139;
ิย5965;ิย;อฦั;25.02.24;;193;
ย2717;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;178;
ั75250;ั7;ฯะห;25.02.24;;0;
ำ62709;ำ6;ฤฬฤ;25.02.24;95หอ/22;68;
ำ62442;ำ6;ฤุม;25.02.24;95หอ/22;221;
ำ68974;ำ6;ีฤา;25.02.24;95หอ/22;152;
ำ62970;ำ6;สหม;25.02.24;95หอ/22;215;
ย28705;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;174;
ำ62734;ำ6;ฮุุ;25.02.24;95หอ/22;161;
ะฤ177;ะฤ;มรู;25.02.24;;72;
ำ62514;ำ6;ฮุุ;25.02.24;95หอ/22;157;
ฤะ404;ฤะ;ลสม;25.02.24;;185;
ฤะ516;ฤะ;ลสม;25.02.24;;185;
ำ62804;ำ6;มศุ;25.02.24;95หอ/22;227;
SZ103;SZ;ฤุม;25.02.24;338ภะ/21;190;
ฤะ340;ฤะ;ลสม;25.02.24;;187;
ำ62904;ำ6;ฮุุ;25.02.24;95หอ/22;160;
ิย6402;ิย;ลสม;25.02.24;สหึ-696-22-P07;0;
A46064;A4;ลสม;25.02.24;สหึ-696-22-P07;0;
ัำ1731;ัำ;ฯะห;25.02.24;;381;
ำ67019;ำ6;ฦำส;25.02.24;95หอ/22;195;
ศล5615;ศล;ฯะห;25.02.24;;0;
ำ62426;ำ6;ีฤา;25.02.24;95หอ/22;211;
ำ6264;ำ6;ลสม;25.02.24;95หอ/22;178;
Þย275;Þย;ัสื;25.02.24;;36;
ฤะ6542;ฤะ;ลสม;25.02.24;;186;
ั73062;ั7;มรู;25.02.24;;0;
ัำ1217;ัำ;ัสื;25.02.24;;117;
ัำ1417;ัำ;ลสม;25.02.24;;123;
ัำ2817;ัำ;ลสม;25.02.24;;145;
5อ502;5อ;ลสม;25.02.24;;177;
ัำ2961;ัำ;ลสม;25.02.24;;150;
ำ6223;ำ6;ลสม;25.02.24;95หอ/22;155;
ำ62910;ำ6;ฮุุ;25.02.24;95หอ/22;219;
Þย336;Þย;อำะ;25.02.24;;21;
5อ294;5อ;ลสม;25.02.24;;189;
ลฮ502;ลฮ;ลสม;25.02.24;;0;
ำ62963;ำ6;ลสม;25.02.24;95หอ/22;118;
SZ333;SZ;ฤุม;25.02.24;338ภะ/21;184;
ำ6169;ำ6;ฤฬฤ;25.02.24;95หอ/22;90;
ำ62956;ำ6;ีฤา;25.02.24;95หอ/22;166;
หภ089;หภ;อำะ;25.02.24;;98;
ำ62812;ำ6;ฤุม;25.02.24;95หอ/22;168;
ำ6262;ำ6;ลสม;25.02.24;95หอ/22;152;
ั72572;ั7;อำะ;25.02.24;;0;
A46118;A4;ัสื;25.02.24;;0;
ัำ1407;ัำ;ลสม;25.02.24;;146;
ำ69852;ำ6;ลสม;25.02.24;95หอ/22;0;
ำ6145;ำ6;ัสื;25.02.24;95หอ/22;153;
ย2981;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;89;
ัำ1523;ัำ;อำะ;25.02.24;;170;
ำ6193;ำ6;ฤฬฤ;25.02.24;95หอ/22;208;
ำ6219;ำ6;ลสม;25.02.24;95หอ/22;151;
ำ6737;ำ6;ลสม;25.02.24;95หอ/22;93;
SZ209;SZ;ฤุม;25.02.24;338ภะ/21;191;
ำ6272;ำ6;ลสม;25.02.24;95หอ/22;153;
ำ69798;ำ6;ฦำส;25.02.24;95หอ/22;0;
หภ845;หภ;อำะ;25.02.24;;91;
ย2975;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;100;
ศล5685;ศล;ฯะห;25.02.24;;0;
Þย275;Þย;ะฬฮ;25.02.24;;10;
5อ520;5อ;ฯหส;25.02.24;;169;
หภ168;หภ;อำะ;25.02.24;;86;
ำ62431;ำ6;ฦำส;25.02.24;95หอ/22;53;
Þา186;Þา;อำะ;25.02.24;;125;
ย2941;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;152;
ำ6273;ำ6;ฤฬฤ;25.02.24;95หอ/22;149;
ำ6347;ำ6;ฤฬฤ;25.02.24;95หอ/22;69;
5อ276;5อ;ฯหส;25.02.24;;184;
ฮฯ212;ฮฯ;อำะ;25.02.24;สหึ-696-22-P07;0;
ำ62642;ำ6;ีฤา;25.02.24;95หอ/22;229;
Þย652;Þย;ะฬฮ;25.02.24;;32;
หภ187;หภ;อำะ;25.02.24;;91;
ำ61325;ำ6;ฤฬฤ;25.02.24;95หอ/22;139;
ำ62710;ำ6;ฮุุ;25.02.24;95หอ/22;218;
SZ221;SZ;ฤุม;25.02.24;338ภะ/21;169;
ศอ1097;ศอ;ลสม;25.02.24;;87;
หภ703;หภ;อำะ;25.02.24;;16;
ำ6371;ำ6;ฤฬฤ;25.02.24;95หอ/22;110;
ำ6233;ำ6;ฤฬฤ;25.02.24;95หอ/22;212;
ย2783;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;176;
ำ6174;ำ6;ลสม;25.02.24;95หอ/22;173;
ำ6571;ำ6;ฯหส;25.02.24;95หอ/22;169;
ิย6880;ิย;มรู;25.02.24;;0;
ำ6205;ำ6;ลสม;25.02.24;95หอ/22;159;
ำ62427;ำ6;ฦำส;25.02.24;95หอ/22;159;
ำ6797;ำ6;ฤฬฤ;25.02.24;95หอ/22;196;
Þา542;Þา;อำะ;25.02.24;;110;
ำ6403;ำ6;ลสม;25.02.24;95หอ/22;147;
ิย5563;ิย;ัสื;25.02.24;;191;
Þา105;Þา;ลสม;25.02.24;;60;
Þย556;Þย;อำะ;25.02.24;;25;
5อ505;5อ;ฯหส;25.02.24;;178;
ัำ1603;ัำ;ัสื;25.02.24;;135;
ฤะ484;ฤะ;ัสื;25.02.24;;187;
ิย6350;ิย;อฦั;25.02.24;;0;
ะฤ178;ะฤ;มรู;25.02.24;;58;
ั75336;ั7;อำะ;25.02.24;;0;
ำ6079;ำ6;ฤฬฤ;25.02.24;95หอ/22;145;
ำ6261;ำ6;ฤฬฤ;25.02.24;95หอ/22;162;
ำ6279;ำ6;ฤฬฤ;25.02.24;95หอ/22;161;
ำ6300;ำ6;ลสม;25.02.24;95หอ/22;150;
ำ61367;ำ6;ฤฬฤ;25.02.24;95หอ/22;150;
ย2957;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;142;
ัำ1357;ัำ;รัย;25.02.24;;148;
SZ041;SZ;ฤุม;25.02.24;338ภะ/21;161;
ศอ1033;ศอ;ลสม;25.02.24;;98;
ัำ1411;ัำ;ลสม;25.02.24;;154;
ฤะ422;ฤะ;ัสื;25.02.24;;190;
ำ6547;ำ6;ฯหส;25.02.24;95หอ/22;237;
ำ6153;ำ6;ฤฬฤ;25.02.24;95หอ/22;159;
ำ6321;ำ6;ลสม;25.02.24;95หอ/22;160;
ำ6427;ำ6;ฤฬฤ;25.02.24;95หอ/22;203;
ำ69862;ำ6;ฯหส;25.02.24;95หอ/22;0;
Þา177;Þา;ลสม;25.02.24;;71;
฿ส467;฿ส;ลสม;25.02.24;;145;
ำ6170;ำ6;ัฮื;25.02.24;95หอ/22;153;
Þย276;Þย;อำะ;25.02.24;;31;
ำ6451;ำ6;ฤฬฤ;25.02.24;95หอ/22;230;
Þา335;Þา;ลสม;25.02.24;;71;
ศอ1347;ศอ;อฦั;25.02.24;;55;
ำ6146;ำ6;ัฮื;25.02.24;95หอ/22;136;
ำ6277;ำ6;ฤฬฤ;25.02.24;95หอ/22;160;
ิย6232;ิย;ัสื;25.02.24;;0;
ฤะ330;ฤะ;รัย;25.02.24;;171;
ำ68445;ำ6;ฦำส;25.02.24;95หอ/22;164;
ำ6194;ำ6;ัฮื;25.02.24;95หอ/22;220;
ำ6627;ำ6;ฤฬฤ;25.02.24;95หอ/22;182;
ัำ1221;ัำ;อฦั;25.02.24;;145;
ำ6220;ำ6;ัฮื;25.02.24;95หอ/22;158;
หภ377;หภ;อำะ;25.02.24;;94;
5อ532;5อ;ัสื;25.02.24;;190;
ัำ1401;ัำ;ลสม;25.02.24;;149;
ำ62930;ำ6;ฤุม;25.02.24;95หอ/22;148;
SZ210;SZ;ลสม;25.02.24;;152;
ำ6377;ำ6;ฤฬฤ;25.02.24;95หอ/22;160;
ำ6231;ำ6;ลสม;25.02.24;95หอ/22;137;
สห258;สห;ัสื;25.02.24;;182;
5อ280;5อ;ัสื;25.02.24;;187;
ำ6391;ำ6;ฯหส;25.02.24;95หอ/22;158;
Þา773;Þา;ัสื;25.02.24;;125;
ัำ2919;ัำ;ลสม;25.02.24;;145;
ย2937;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;63;
ย2951;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;146;
ำ6348;ำ6;ฬะย;25.02.24;95หอ/22;142;
ัำ1605;ัำ;ัสื;25.02.24;;123;
ำ6407;ำ6;ฤฬฤ;25.02.24;95หอ/22;160;
ย2939;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;184;
ศอ1355;ศอ;ัสื;25.02.24;;85;
ำ6173;ำ6;ฯหส;25.02.24;95หอ/22;172;
ั75018;ั7;ลสม;25.02.24;;0;
ัำ1413;ัำ;ลสม;25.02.24;;176;
ำ6571;ำ6;ลสม;25.02.24;95หอ/22;164;
ิย6106;ิย;อฦั;25.02.24;สหึ-696-22-P07;0;
Þย276;Þย;ะฬฮ;25.02.24;;6;
ำ62432;ำ6;สหม;25.02.24;95หอ/22;216;
5อ509;5อ;ฯหส;25.02.24;;189;
ำ6738;ำ6;DWC;25.02.24;95หอ/22;0;
ำ6299;ำ6;ฤฬฤ;25.02.24;95หอ/22;169;
ำ6206;ำ6;ฬะย;25.02.24;95หอ/22;155;
ำ6234;ำ6;ัฮื;25.02.24;95หอ/22;211;
ำ6268;ำ6;ลสม;25.02.24;95หอ/22;148;
ำ6053;ำ6;ฯหส;25.02.24;95หอ/22;231;
ำ6280;ำ6;ัฮื;25.02.24;95หอ/22;163;
ำ6437;ำ6;ฤฬฤ;25.02.24;95หอ/22;223;
ั75032;ั7;ัสื;25.02.24;;0;
ำ62985;ำ6;ลสม;25.02.24;95หอ/22;99;
ำ62428;ำ6;ฤุม;25.02.24;95หอ/22;220;
ฤะ6862;ฤะ;รัย;25.02.24;;172;
หภ146;หภ;อำะ;25.02.24;;78;
ัำ2957;ัำ;ัสื;25.02.24;;143;
ำ6508;ำ6;ัฮื;25.02.24;95หอ/22;150;
ศอ1103;ศอ;ลสม;25.02.24;;93;
ำ6431;ำ6;ฤฬฤ;25.02.24;95หอ/22;161;
5อ503;5อ;ฯหส;25.02.24;;149;
ัำ1607;ัำ;ัสื;25.02.24;;124;
ำ6154;ำ6;ฬะย;25.02.24;95หอ/22;222;
ย2983;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;143;
ัำ1227;ัำ;อฦั;25.02.24;;137;
ำ6322;ำ6;ัฮื;25.02.24;95หอ/22;153;
SZ043;SZ;ฤุม;25.02.24;338ภะ/21;136;
ำ6278;ำ6;ัฮื;25.02.24;95หอ/22;162;
ำ6548;ำ6;ัฮื;25.02.24;95หอ/22;237;
ำ6798;ำ6;DWC;25.02.24;95หอ/22;0;
ย28741;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;37;
ำ6619;ำ6;ัฮื;25.02.24;95หอ/22;155;
ัำ630;ัำ;ลสม;25.02.24;;144;
ำ62633;ำ6;ฤฬฤ;25.02.24;95หอ/22;223;
Þย586;Þย;ัสื;25.02.24;;30;
สห438;สห;อฦั;25.02.24;;212;
ำ6167;ำ6;ฤฬฤ;25.02.24;95หอ/22;191;
ิย6792;ิย;ลสม;25.02.24;;0;
5อ510;5อ;อฦั;25.02.24;;184;
ัำ1403;ัำ;ลสม;25.02.24;;153;
ำ68446;ำ6;ฤุม;25.02.24;95หอ/22;229;
Þา302;Þา;ลสม;25.02.24;;57;
ำ6378;ำ6;ัฮื;25.02.24;95หอ/22;165;
ำ62879;ำ6;ฯหส;25.02.24;95หอ/22;95;
ั71076;ั7;ัสื;25.02.24;;0;
ิย6418;ิย;ลสม;25.02.24;;0;
ัำ1213;ัำ;ัสื;25.02.24;;131;
ำ6073;ำ6;ฤฬฤ;25.02.24;95หอ/22;142;
ำ6266;ำ6;ลสม;25.02.24;95หอ/22;141;
ำ62953;ำ6;ลสม;25.02.24;95หอ/22;85;
ำ6173;ำ6;ลสม;25.02.24;95หอ/22;174;
ิย5569;ิย;ลสม;25.02.24;;191;
ิย6238;ิย;ัสื;25.02.24;;0;
SZ201;SZ;ฤุม;25.02.24;338ภะ/21;183;
ัำ1787;ัำ;ลสม;25.02.24;;147;
ำ6155;ำ6;ฤฬฤ;25.02.24;95หอ/22;134;
ำ62461;ำ6;ฦำส;25.02.24;95หอ/22;115;
ฤะ468;ฤะ;รัย;25.02.24;;178;
ย2955;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;187;
ั71238;ั7;รัย;25.02.24;;0;
ำ6408;ำ6;ัฮื;25.02.24;95หอ/22;154;
ำ6267;ำ6;ฤฬฤ;25.02.24;95หอ/22;141;
ิย6114;ิย;อฦั;25.02.24;สหึ-696-22-P07;0;
5อ582;5อ;ัสื;25.02.24;;186;
ฤะ6864;ฤะ;รัย;25.02.24;;168;
ศอ1071;ศอ;ลสม;25.02.24;;100;
ย2945;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;174;
ำ62949;ำ6;ลสม;25.02.24;95หอ/22;152;
ำ62617;ำ6;ฦำส;25.02.24;95หอ/22;114;
ย2977;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;143;
ำ6080;ำ6;ฯหส;25.02.24;95หอ/22;155;
ำ6299;ำ6;ลสม;25.02.24;95หอ/22;171;
SZ045;SZ;ฤุม;25.02.24;338ภะ/21;99;
ำ6270;ำ6;ลสม;25.02.24;95หอ/22;220;
ำ6471;ำ6;ฤฬฤ;25.02.24;95หอ/22;165;
฿ส468;฿ส;ลสม;25.02.24;;169;
ำ62986;ำ6;มศุ;25.02.24;95หอ/22;130;
ัำ1359;ัำ;รัย;25.02.24;;158;
SZ203;SZ;ฤุม;25.02.24;338ภะ/21;183;
ะร297;ะร;ฯหส;25.02.24;;36;
ัำ7346;ัำ;ลสม;25.02.24;;45;
ัำ1405;ัำ;ลสม;25.02.24;;140;
Þา112;Þา;ลสม;25.02.24;;67;
5อ270;5อ;ัสื;25.02.24;;186;
ิย6108;ิย;อฦั;25.02.24;;0;
ัำ1225;ัำ;อฦั;25.02.24;;150;
ำ6105;ำ6;ฤฬฤ;25.02.24;95หอ/22;223;
ำ6432;ำ6;ัฮื;25.02.24;95หอ/22;162;
ำ6093;ำ6;ฤฬฤ;25.02.24;95หอ/22;160;
SZ125;SZ;ฤุม;25.02.24;338ภะ/21;181;
ย2985;ย2;รฬห;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;144;
ศอ1079;ศอ;ลสม;25.02.24;;70;
Þา280;Þา;ลสม;25.02.24;;60;
Þา478;Þา;ัสื;25.02.24;;105;
ำ6624;ำ6;ลสม;25.02.24;95หอ/22;124;
ฤะ572;ฤะ;ัสื;25.02.24;;190;
ศฦ202;ศฦ;ลสม;25.02.24;;176;
ศอ1276;ศอ;อฦั;25.02.24;;69;
ศอ1045;ศอ;ลสม;25.02.24;;73;
ฤะ578;ฤะ;รัย;25.02.24;;168;
ัำ1215;ัำ;ัสื;25.02.24;;171;
ำ6263;ำ6;ฤฬฤ;25.02.24;95หอ/22;140;
ำ62447;ำ6;ฦำส;25.02.24;95หอ/22;117;
ำ62634;ำ6;วยะ;25.02.24;95หอ/22;216;
ำ62634ฤ;ำ6;วยะ;25.02.24;95หอ/22;0;
5อ150;5อ;ฯหส;25.02.24;;190;
ำ62733;ำ6;ฯหส;25.02.24;95หอ/22;42;
ิย6404;ิย;ลสม;25.02.24;;0;
ั75020;ั7;ลสม;25.02.24;;0;
ัำ1415;ัำ;ลสม;25.02.24;;164;
ฤะ424;ฤะ;ัสื;25.02.24;;189;
ศอ1034;ศอ;ัสื;25.02.24;;94;
ฤะ476;ฤะ;รัย;25.02.24;;183;
ิย6226;ิย;อฦั;25.02.24;;0;
ำ62954;ำ6;ฤุม;25.02.24;95หอ/22;150;
5อ571;5อ;ฯหส;25.02.24;;187;
ำ62441;ำ6;ฦำส;25.02.24;95หอ/22;206;
ำ68973;ำ6;ฤฬฤ;25.02.24;95หอ/22;154;
ำ6265;ำ6;ฤฬฤ;25.02.24;95หอ/22;214;
ำ62969;ำ6;ฤฬฤ;25.02.24;95หอ/22;82;
ำ6651;ำ6;ฤฬฤ;25.02.24;95หอ/22;159;
ำ6156;ำ6;ัฮื;25.02.24;95หอ/22;138;
Þา358;Þา;ัสื;25.02.24;;175;
ิย6490;ิย;รัย;25.02.24;;0;
ำ62803;ำ6;ฤฬฤ;25.02.24;95หอ/22;174;
ำะ4123;ำะ;ัสื;25.02.24;;333;
ย2735;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;105;
ำ62880;ำ6;ฤุม;25.02.24;95หอ/22;220;
ำ62920;ำ6;ีฤา;25.02.24;95หอ/22;155;
ย2733;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;94;
ำ62950;ำ6;วยะ;25.02.24;95หอ/22;158;
ย2729;ย2;ฬศส;25.02.24;3PSS/22-ฤ-1826/12.22 ๎๒ 20.12.2022;102;
ำ6387;ำ6;ฤฬฤ;25.02.24;95หอ/22;207;
ำ6472;ำ6;ัฮื;25.02.24;95หอ/22;157;
